,year,tournament,match id,series id,end time,duration (s),mode,map,team,player,win?,score,kills,deaths,+/-,k/d,kills per 10min,deaths per 10min,assists,headshots,suicides,team kills,team deaths,kills (stayed alive),hits,shots,accuracy (%),num lives,time alive (s),avg time per life (s),snd rounds,snd firstbloods,snd firstdeaths,snd survives,bomb pickups,bomb plants,bomb defuses,bomb sneak defuses,snd 1-kill round,snd 2-kill round,snd 3-kill round,snd 4-kill round,2-piece,3-piece,4-piece,4-streak,5-streak,6-streak,7-streak,8+-streak
1312,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,GGEA Orange,Believe,,1,4,7,-3,0.57,8.7,15.2,2,0,0,0,0,3,17,102,16.7,7,211.9,30.3,7,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1313,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,GGEA Orange,Mayhem,,1,2,7,-5,0.29,4.3,15.2,4,0,0,0,0,0,19,90,21.1,7,177.8,25.4,7,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1314,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,GGEA Orange,Nova,,1,6,6,0,1.0,13.0,13.0,1,0,0,0,0,5,31,133,23.3,7,234.7,33.5,7,2,1,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
1315,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,GGEA Orange,Spoof,,1,2,6,-4,0.33,4.3,13.0,1,1,0,0,0,1,11,67,16.4,7,186.8,26.7,7,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1316,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,Morituri eSports,Beehzy,,6,7,4,3,1.75,15.2,8.7,2,2,0,0,0,3,25,120,20.8,7,198.8,28.4,7,2,0,3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1317,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,Morituri eSports,Fastballa,,6,7,3,4,2.33,15.2,6.5,3,0,0,0,0,7,35,114,30.7,7,252.3,36.0,7,2,1,4,2,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0
1318,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,Morituri eSports,Holler,,6,6,3,3,2.0,13.0,6.5,1,1,0,0,0,6,22,99,22.2,7,218.6,31.2,7,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1319,2018,atlanta,bf01cfb3-5637-5de2-974f-b9b2b4d0c8a8,champs-losers-1-3,2018-03-11 01:46:19 UTC,276.0,Search & Destroy,Ardennes Forest,Morituri eSports,Kade,,6,6,4,2,1.5,13.0,8.7,2,1,0,0,0,5,13,86,15.1,7,206.3,29.5,7,1,1,3,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
1352,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Complexity Gaming,Dashy,,6,6,4,2,1.5,9.5,6.3,2,1,0,0,0,6,19,78,24.4,8,329.9,41.2,8,1,0,4,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0
1353,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Complexity Gaming,Felony,,6,7,5,2,1.4,11.1,7.9,2,1,0,0,0,5,34,148,23.0,8,345.0,43.1,8,0,1,3,1,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0
1354,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Complexity Gaming,Parasite,,6,8,3,5,2.67,12.6,4.7,0,1,0,0,0,8,22,98,22.4,8,349.4,43.7,8,2,2,5,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0
1355,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Complexity Gaming,Study,,6,5,6,-1,0.83,7.9,9.5,4,1,0,0,0,4,19,100,19.0,8,337.4,42.2,8,2,0,2,4,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0
1356,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Monaco eSports,Atlas,,2,3,6,-3,0.5,4.7,9.5,1,0,0,0,0,2,17,57,29.8,8,319.1,39.9,8,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1357,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Monaco eSports,Breszy,,2,6,7,-1,0.86,9.5,11.1,3,0,0,0,0,3,30,86,34.9,8,247.0,30.9,8,1,2,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0
1358,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Monaco eSports,Gabi,,2,3,7,-4,0.43,4.7,11.1,3,0,0,0,0,2,29,157,18.5,8,308.2,38.5,8,1,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1359,2018,atlanta,059d65fc-89e4-5977-ad5b-44f19b19347e,champs-losers-1-2,2018-03-11 02:01:49 UTC,380.0,Search & Destroy,Sainte Marie du Mont,Monaco eSports,Natshay,,2,6,6,0,1.0,9.5,9.5,1,2,0,0,0,2,20,81,24.7,8,305.6,38.2,8,1,1,2,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
1368,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Tainted Minds,Damage,,3,9,6,3,1.5,7.8,5.2,1,2,0,0,0,9,49,211,23.2,9,561.0,62.3,9,1,1,3,1,1,1,0,2,2,1,0,0,1,0,0,0,0,0,0
1369,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Tainted Minds,Nimble,,3,6,6,0,1.0,5.2,5.2,0,0,0,0,0,4,31,176,17.6,9,530.6,59.0,9,1,1,3,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1370,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Tainted Minds,Swiftazor,,3,2,8,-6,0.25,1.7,7.0,1,0,0,0,0,2,19,123,15.4,9,418.0,46.4,9,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1371,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Tainted Minds,Swifty,,3,2,6,-4,0.33,1.7,5.2,0,0,0,0,0,2,13,109,11.9,9,578.0,64.2,9,0,1,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1372,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Team Vitality,Malls,,6,10,4,6,2.5,8.7,3.5,2,1,0,0,0,10,35,133,26.3,9,550.7,61.2,9,2,1,5,0,0,1,0,2,4,0,0,1,0,0,0,0,0,0,0
1373,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Team Vitality,Riskin,,6,6,4,2,1.5,5.2,3.5,1,0,0,0,0,6,28,128,21.9,9,538.2,59.8,9,1,1,5,4,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0
1374,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Team Vitality,Wailers,,6,4,7,-3,0.57,3.5,6.1,3,0,0,0,0,3,32,205,15.6,9,511.6,56.8,9,2,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1375,2018,atlanta,f8471e2f-5c4a-51d6-aef1-f1f2ca8634dd,champs-losers-1-1,2018-03-11 02:03:15 UTC,688.0,Search & Destroy,Sainte Marie du Mont,Team Vitality,Zayrox,,6,6,4,2,1.5,5.2,3.5,3,0,0,0,0,6,35,208,16.8,9,501.4,55.7,9,1,1,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1376,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Heretics,JurNii,,6,9,7,2,1.29,8.8,6.8,3,0,0,0,0,7,43,167,25.7,11,494.9,45.0,11,0,1,4,3,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0
1377,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Heretics,Lucky,,6,9,9,0,1.0,8.8,8.8,1,0,0,0,0,9,46,164,28.0,11,495.9,45.1,11,4,0,2,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0
1378,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Heretics,MethodZsick,,6,9,9,0,1.0,8.8,8.8,1,0,0,0,0,6,36,138,26.1,11,397.1,36.1,11,1,3,2,1,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0
1379,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Heretics,Sukry,,6,8,10,-2,0.8,7.8,9.7,3,0,0,0,0,6,41,285,14.4,11,402.2,36.6,11,0,2,1,2,2,0,0,4,2,0,0,1,0,0,0,0,0,0,0
1380,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Most Wanted,Braaain,,5,10,8,2,1.25,9.7,7.8,2,1,0,0,0,7,54,288,18.8,11,498.4,45.3,11,1,0,3,2,1,0,0,4,3,0,0,2,0,0,0,0,0,0,0
1381,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Most Wanted,Peatie,,5,12,7,5,1.71,11.7,6.8,0,1,0,0,0,10,8,184,4.3,11,452.9,41.2,11,2,0,4,2,1,0,0,5,2,1,0,0,1,0,0,0,0,0,0
1382,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Most Wanted,QwiKeR,,5,4,11,-7,0.36,3.9,10.7,2,1,0,0,0,2,34,120,28.3,11,339.9,30.9,11,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1383,2018,atlanta,7a40c38f-e334-50ff-bcaa-f55f0ed1c9dc,champs-losers-1-0,2018-03-11 02:06:54 UTC,617.0,Search & Destroy,London Docks,Most Wanted,Zed,,5,9,9,0,1.0,8.8,8.8,2,1,0,0,0,8,39,186,21.0,11,380.4,34.6,11,2,2,2,5,2,0,0,5,2,0,0,1,0,0,0,0,0,0,0
1448,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,GGEA Orange,Believe,,6,5,3,2,1.67,5.5,3.3,3,0,0,0,0,5,14,195,7.2,9,451.9,50.2,9,2,1,6,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
1449,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,GGEA Orange,Mayhem,,6,11,6,5,1.83,12.2,6.6,2,1,0,0,0,8,46,182,25.3,9,484.9,53.9,9,2,0,3,4,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0
1450,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,GGEA Orange,Nova,,6,7,6,1,1.17,7.7,6.6,1,0,0,0,0,6,33,112,29.5,9,435.8,48.4,9,2,0,3,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0
1451,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,GGEA Orange,Spoof,,6,7,5,2,1.4,7.7,5.5,2,0,0,0,0,7,40,154,26.0,9,421.1,46.8,9,1,1,4,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0
1452,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,Morituri eSports,Beehzy,,3,4,8,-4,0.5,4.4,8.9,1,0,0,0,0,4,22,101,21.8,9,348.5,38.7,9,1,4,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
1453,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,Morituri eSports,Fastballa,,3,3,8,-5,0.38,3.3,8.9,1,0,0,0,0,2,18,69,26.1,9,357.2,39.7,9,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1454,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,Morituri eSports,Holler,,3,3,7,-4,0.43,3.3,7.7,0,2,0,0,0,3,11,54,20.4,9,432.9,48.1,9,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1455,2018,atlanta,f4cfe281-6417-5e67-b6f3-101c4bc17c35,champs-losers-1-3,2018-03-11 02:36:58 UTC,542.0,Search & Destroy,London Docks,Morituri eSports,Kade,,3,10,7,3,1.43,11.1,7.7,0,2,0,0,0,7,55,257,21.4,9,474.4,52.7,9,1,0,2,3,2,0,0,4,1,0,1,2,0,0,1,0,0,0,0
1456,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Classic,,6,5,5,0,1.0,5.2,5.2,0,0,0,0,1,5,29,145,20.0,10,386.0,38.6,10,0,3,5,4,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0
1457,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Huke,,6,7,7,0,1.0,7.3,7.3,0,2,0,0,0,4,33,201,16.4,10,344.8,34.5,10,1,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1458,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Slasher,,6,10,4,6,2.5,10.4,4.2,1,0,0,0,0,10,34,76,44.7,10,457.7,45.8,10,1,2,6,2,1,0,0,0,5,0,0,3,0,0,0,0,0,0,0
1459,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Temp,,6,5,7,-2,0.71,5.2,7.3,1,0,0,1,0,3,28,141,19.9,10,420.5,42.0,10,1,2,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
1460,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team Kaliber,Accuracy,,4,5,8,-3,0.62,5.2,8.3,4,2,0,0,0,3,29,120,24.2,10,380.6,38.1,10,1,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1461,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team Kaliber,Chino,,4,5,7,-2,0.71,5.2,7.3,5,0,0,0,0,5,41,233,17.6,10,463.4,46.3,10,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1462,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team Kaliber,Kenny,,4,7,6,1,1.17,7.3,6.3,1,0,0,0,0,6,16,93,17.2,10,449.6,45.0,10,2,1,4,4,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1463,2018,atlanta,a41a5fa9-471a-55ab-acdf-b032b1fcbffa,champs-winners-1-1,2018-03-11 02:37:16 UTC,575.0,Search & Destroy,Ardennes Forest,Team Kaliber,Theory,,4,6,6,0,1.0,6.3,6.3,3,1,0,0,0,5,25,142,17.6,10,474.6,47.5,10,1,1,4,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1464,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,JKap,,3,7,7,0,1.0,7.6,7.6,3,1,0,0,0,5,25,118,21.2,9,319.8,35.5,9,1,1,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1465,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,John,,3,7,9,-2,0.78,7.6,9.7,3,0,0,0,0,5,35,109,32.1,9,342.3,38.0,9,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1466,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,Octane,,3,4,8,-4,0.5,4.3,8.7,1,0,0,0,0,3,34,85,40.0,9,305.6,34.0,9,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1467,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,Slacked,,3,6,8,-2,0.75,6.5,8.7,2,0,0,0,0,3,25,117,21.4,9,281.8,31.3,9,2,0,1,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
1468,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Mindfreak,Buzzo,,6,11,4,7,2.75,11.9,4.3,1,1,0,0,0,10,29,95,30.5,9,395.2,43.9,9,1,1,5,1,0,1,0,6,1,1,0,0,0,0,0,0,0,0,0
1469,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Mindfreak,Denz,,6,4,5,-1,0.8,4.3,5.4,1,1,0,0,0,3,17,80,21.2,9,302.9,33.7,9,0,1,4,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1470,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Mindfreak,Fighta,,6,7,6,1,1.17,7.6,6.5,4,1,0,0,0,5,34,137,24.8,9,300.3,33.4,9,1,3,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
1471,2018,atlanta,41694e54-d8e8-5704-849e-e8d0787314b4,champs-winners-1-3,2018-03-11 02:44:00 UTC,554.0,Search & Destroy,Ardennes Forest,Mindfreak,Shockz,,6,10,9,1,1.11,10.8,9.7,5,1,0,0,0,5,60,234,25.6,9,356.1,39.6,9,1,1,0,2,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0
1472,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Tainted Minds,Damage,,3,9,7,2,1.29,7.4,5.8,1,0,0,0,0,5,38,214,17.8,9,679.1,75.5,9,2,0,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
1473,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Tainted Minds,Nimble,,3,8,7,1,1.14,6.6,5.8,1,1,0,0,0,8,41,141,29.1,9,574.1,63.8,9,1,1,2,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0
1474,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Tainted Minds,Swiftazor,,3,3,7,-4,0.43,2.5,5.8,1,0,0,0,0,2,8,135,5.9,9,486.9,54.1,9,0,3,2,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1475,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Tainted Minds,Swifty,,3,3,7,-4,0.43,2.5,5.8,1,0,0,0,0,3,9,37,24.3,9,535.0,59.4,9,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1476,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Team Vitality,Malls,,6,7,6,1,1.17,5.8,4.9,0,0,0,0,0,7,33,144,22.9,9,532.5,59.2,9,2,3,3,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0
1477,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Team Vitality,Riskin,,6,4,8,-4,0.5,3.3,6.6,0,0,0,0,0,3,21,109,19.3,9,604.6,67.2,9,1,1,1,5,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1478,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Team Vitality,Wailers,,6,11,5,6,2.2,9.1,4.1,1,2,0,0,0,11,24,56,42.9,9,646.0,71.8,9,2,0,4,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0
1479,2018,atlanta,3180a6dc-8458-541a-9bf4-2ce0fe4af9ff,champs-losers-1-1,2018-03-11 02:51:30 UTC,728.0,Search & Destroy,USS Texas,Team Vitality,Zayrox,,6,6,4,2,1.5,4.9,3.3,1,1,0,0,0,5,30,208,14.4,9,664.0,73.8,9,0,0,5,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
1504,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Heretics,JurNii,,6,9,5,4,1.8,8.5,4.7,2,1,0,0,0,7,35,156,22.4,9,514.7,57.2,9,1,1,4,1,1,0,0,5,2,0,0,1,0,0,0,0,0,0,0
1505,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Heretics,Lucky,,6,7,6,1,1.17,6.6,5.7,0,0,0,0,0,5,28,146,19.2,9,427.1,47.5,9,3,1,3,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1506,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Heretics,MethodZsick,,6,7,6,1,1.17,6.6,5.7,4,0,0,0,0,6,32,164,19.5,9,511.1,56.8,9,1,0,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1507,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Heretics,Sukry,,6,8,6,2,1.33,7.6,5.7,7,0,0,0,0,6,37,292,12.7,9,491.6,54.6,9,2,0,3,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
1508,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Unilad,Moose,,3,3,9,-6,0.33,2.8,8.5,1,0,0,0,0,3,16,48,33.3,9,353.8,39.3,9,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1509,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Unilad,Seany,,3,2,7,-5,0.29,1.9,6.6,3,0,0,0,0,2,11,40,27.5,9,372.0,41.3,9,0,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1510,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Unilad,Skrapz,,3,9,8,1,1.12,8.5,7.6,1,0,0,0,0,7,56,222,25.2,9,386.9,43.0,9,2,2,1,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0
1511,2018,atlanta,447f85f4-c244-5491-9281-5c58a119702b,champs-losers-2-0,2018-03-11 03:09:48 UTC,634.0,Search & Destroy,Sainte Marie du Mont,Unilad,Wuskin,,3,9,7,2,1.29,8.5,6.6,0,1,0,0,0,8,39,163,23.9,9,506.1,56.2,9,0,0,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
