,year,tournament,match id,series id,end time,duration (s),mode,map,team,player,win?,score,kills,deaths,+/-,k/d,kills per 10min,deaths per 10min,assists,headshots,suicides,team kills,team deaths,kills (stayed alive),hits,shots,accuracy (%),num lives,time alive (s),avg time per life (s),snd rounds,snd firstbloods,snd firstdeaths,snd survives,bomb pickups,bomb plants,bomb defuses,bomb sneak defuses,snd 1-kill round,snd 2-kill round,snd 3-kill round,snd 4-kill round,2-piece,3-piece,4-piece,4-streak,5-streak,6-streak,7-streak,8+-streak
1160,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,eUnited,Arcitys,,1,1,6,-5,0.17,1.5,8.7,1,0,0,0,0,1,9,50,18.0,7,323.7,46.2,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1161,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,eUnited,Clayster,,1,6,6,0,1.0,8.7,8.7,0,0,0,0,0,5,8,28,28.6,7,355.8,50.8,7,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
1162,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,eUnited,Prestinni,,1,3,7,-4,0.43,4.4,10.2,0,0,0,0,0,1,11,71,15.5,7,242.1,34.6,7,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1163,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,eUnited,Silly,,1,5,6,-1,0.83,7.3,8.7,2,0,0,0,0,4,25,101,24.8,7,347.1,49.6,7,0,1,1,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1164,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,FaZe Clan,Attach,,6,5,4,1,1.25,7.3,5.8,2,0,0,0,0,5,22,100,22.0,7,310.9,44.4,7,2,2,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1165,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,FaZe Clan,Priestah,,6,6,4,2,1.5,8.7,5.8,1,1,0,0,0,5,23,63,36.5,7,369.4,52.8,7,1,0,3,4,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0
1166,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,FaZe Clan,Replays,,6,4,3,1,1.33,5.8,4.4,0,0,0,0,0,4,15,88,17.0,7,343.6,49.1,7,0,1,4,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
1167,2018,proleague1,aa264f62-bd85-53f5-a60b-e49192eafc49,pro1-b1-10,2018-02-08 02:47:28 UTC,413.0,Search & Destroy,USS Texas,FaZe Clan,Zoomaa,,6,10,4,6,2.5,14.5,5.8,0,1,0,0,0,9,33,126,26.2,7,357.1,51.0,7,1,0,3,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,0
1184,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Epsilon,Dqvee,,2,4,8,-4,0.5,6.4,12.7,0,2,0,0,0,2,18,76,23.7,8,210.2,26.3,8,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1185,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Epsilon,Hawqeh,,2,6,6,0,1.0,9.5,9.5,0,1,0,0,0,5,21,97,21.6,8,263.3,32.9,8,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1186,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Epsilon,Nathan,,2,2,6,-4,0.33,3.2,9.5,2,0,0,1,0,2,13,68,19.1,8,257.5,32.2,8,0,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1187,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Epsilon,Vortex,,2,4,6,-2,0.67,6.4,9.5,2,0,0,1,2,4,20,109,18.3,9,269.2,29.9,8,1,2,2,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1188,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Splyce,Bance,,6,5,4,1,1.25,8.0,6.4,2,2,0,0,0,5,16,65,24.6,8,258.0,32.2,8,0,2,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1189,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Splyce,Felony,,6,6,5,1,1.2,9.5,8.0,1,0,0,0,0,5,34,214,15.9,8,270.1,33.8,8,2,0,3,2,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0
1190,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Splyce,MadCat,,6,6,4,2,1.5,9.5,6.4,3,1,0,0,0,5,14,85,16.5,8,295.3,36.9,8,0,0,4,2,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0
1191,2018,proleague1,88912af4-0ebf-5fb2-98ef-962719fe07d5,pro1-b1-11,2018-02-08 21:26:14 UTC,377.0,Search & Destroy,Ardennes Forest,Splyce,Tommey,,6,9,3,6,3.0,14.3,4.8,0,0,0,0,0,8,16,35,45.7,8,322.1,40.3,8,3,0,5,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0
1208,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Classic,,5,5,9,-4,0.56,4.8,8.7,2,0,0,0,0,3,36,120,30.0,11,356.1,32.4,11,3,4,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1209,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Huke,,5,14,7,7,2.0,13.5,6.7,1,3,0,0,0,14,48,173,27.7,11,491.8,44.7,11,1,0,4,3,0,0,0,3,2,1,1,4,0,0,1,0,0,0,0
1210,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Slasher,,5,3,8,-5,0.38,2.9,7.7,2,0,0,0,0,2,10,56,17.9,11,465.8,42.3,11,0,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1211,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Temp,,5,6,9,-3,0.67,5.8,8.7,3,0,0,0,0,3,31,154,20.1,11,441.4,40.1,11,1,1,2,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0
1212,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Unilad,Moose,,6,5,6,-1,0.83,4.8,5.8,3,0,0,0,0,5,29,144,20.1,11,506.1,46.0,11,1,1,5,3,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0
1213,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Unilad,Seany,,6,8,8,0,1.0,7.7,7.7,3,0,0,0,0,5,25,99,25.3,11,408.8,37.2,11,2,2,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
1214,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Unilad,Skrapz,,6,10,7,3,1.43,9.6,6.7,3,1,0,0,1,8,54,205,26.3,11,463.1,42.1,11,2,2,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
1215,2018,proleague1,8c1e1242-dcba-5f57-82ff-dfe260fb2cbe,pro1-b1-12,2018-02-08 22:37:29 UTC,624.0,Search & Destroy,Ardennes Forest,Unilad,Wuskin,,6,10,7,3,1.43,9.6,6.7,2,2,0,1,0,10,41,121,33.9,11,511.0,46.5,11,1,0,4,2,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0
1240,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,Evil Geniuses,Aches,,1,4,6,-2,0.67,4.4,6.6,0,0,0,0,0,4,23,207,11.1,7,367.8,52.5,7,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1241,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,Evil Geniuses,Apathy,,1,4,6,-2,0.67,4.4,6.6,1,0,0,0,0,2,27,139,19.4,7,351.6,50.2,7,2,1,1,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1242,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,Evil Geniuses,Enable,,1,3,7,-4,0.43,3.3,7.7,0,1,0,0,0,2,16,88,18.2,7,327.4,46.8,7,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1243,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,Evil Geniuses,Nameless,,1,3,6,-3,0.5,3.3,6.6,0,0,0,0,0,3,30,151,19.9,7,434.6,62.1,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1244,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,FaZe Clan,Attach,,6,6,3,3,2.0,6.6,3.3,0,1,0,0,0,6,27,108,25.0,7,399.8,57.1,7,1,2,4,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
1245,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,FaZe Clan,Priestah,,6,10,3,7,3.33,10.9,3.3,1,1,0,0,0,10,38,122,31.1,7,480.6,68.7,7,2,0,4,4,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0
1246,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,FaZe Clan,Replays,,6,2,3,-1,0.67,2.2,3.3,3,1,0,0,0,2,17,196,8.7,7,498.9,71.3,7,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1247,2018,proleague1,3b7ac467-e206-57fa-a0f8-34ec34856244,pro1-b1-13,2018-02-08 23:59:55 UTC,548.0,Search & Destroy,USS Texas,FaZe Clan,Zoomaa,,6,7,5,2,1.4,7.7,5.5,0,0,0,0,0,6,26,115,22.6,7,338.3,48.3,7,1,1,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0
1264,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,eUnited,Arcitys,,3,4,6,-2,0.67,6.0,9.0,1,1,0,0,1,3,22,77,28.6,9,327.3,36.4,9,3,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
1265,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,eUnited,Clayster,,3,7,9,-2,0.78,10.4,13.4,1,2,0,1,0,5,29,101,28.7,9,288.0,32.0,9,1,0,0,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0
1266,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,eUnited,Prestinni,,3,4,8,-4,0.5,6.0,11.9,3,0,0,0,0,1,21,162,13.0,9,240.1,26.7,9,1,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1267,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,eUnited,Silly,,3,6,7,-1,0.86,9.0,10.4,2,0,0,0,0,4,26,193,13.5,9,323.7,36.0,9,1,1,2,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1268,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,JKap,,6,5,5,0,1.0,7.5,7.5,1,0,0,0,0,3,24,104,23.1,9,252.8,28.1,9,0,0,4,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1269,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,John,,6,6,8,-2,0.75,9.0,11.9,2,0,0,0,0,4,26,164,15.9,9,236.3,26.3,9,2,3,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0
1270,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,Octane,,6,15,3,12,5.0,22.4,4.5,3,0,0,0,0,15,39,116,33.6,9,306.8,34.1,9,1,1,6,1,1,0,0,2,3,1,1,2,1,0,1,0,0,0,0
1271,2018,proleague1,e35defb7-2329-569c-a387-ad1662fb2a32,pro1-b1-14,2018-02-09 01:05:56 UTC,402.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,Slacked,,6,4,5,-1,0.8,6.0,7.5,3,1,0,0,0,3,14,125,11.2,9,247.6,27.5,9,0,2,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1288,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,eUnited,Arcitys,,2,6,7,-1,0.86,8.0,9.4,3,0,0,0,0,5,21,77,27.3,8,388.3,48.5,8,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
1289,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,eUnited,Clayster,,2,2,7,-5,0.29,2.7,9.4,0,1,0,0,0,1,6,62,9.7,8,288.6,36.1,8,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1290,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,eUnited,Prestinni,,2,4,8,-4,0.5,5.3,10.7,4,0,0,0,0,1,27,124,21.8,8,261.1,32.6,8,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
1291,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,eUnited,Silly,,2,4,8,-4,0.5,5.3,10.7,0,0,0,0,0,2,26,162,16.0,8,324.1,40.5,8,1,1,0,4,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0
1292,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,Luminosity Gaming,JKap,,6,4,5,-1,0.8,5.3,6.7,3,0,0,0,0,4,17,92,18.5,8,317.6,39.7,8,1,1,3,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1293,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,Luminosity Gaming,John,,6,6,4,2,1.5,8.0,5.3,4,1,0,0,0,4,30,131,22.9,8,385.4,48.2,8,1,0,4,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0
1294,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,Luminosity Gaming,Octane,,6,9,5,4,1.8,12.0,6.7,1,0,0,0,0,8,25,75,33.3,8,345.1,43.1,8,3,1,3,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0
1295,2018,proleague1,5bbcf099-efce-59d4-8b63-1b58829881b1,pro1-b1-14,2018-02-09 01:52:06 UTC,449.0,Search & Destroy,Sainte Marie du Mont,Luminosity Gaming,Slacked,,6,11,2,9,5.5,14.7,2.7,1,1,0,0,0,11,34,151,22.5,8,423.7,53.0,8,1,0,6,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
1304,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Epsilon,Dqvee,,1,4,7,-3,0.57,5.2,9.2,3,0,0,0,0,3,20,63,31.7,7,231.8,33.1,7,0,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1305,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Epsilon,Hawqeh,,1,5,7,-2,0.71,6.5,9.2,0,0,0,0,0,2,23,106,21.7,7,255.8,36.5,7,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1306,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Epsilon,Nathan,,1,6,6,0,1.0,7.8,7.8,0,0,0,0,0,5,11,86,12.8,7,365.1,52.2,7,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0
1307,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Epsilon,Vortex,,1,1,7,-6,0.14,1.3,9.2,1,0,0,0,0,0,7,52,13.5,7,241.8,34.5,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1308,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Classic,,6,5,5,0,1.0,6.5,6.5,1,1,0,0,0,5,26,65,40.0,7,285.9,40.9,7,0,1,2,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1309,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Huke,,6,7,3,4,2.33,9.2,3.9,1,0,0,0,0,6,16,75,21.3,7,353.9,50.5,7,2,1,4,1,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0
1310,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Slasher,,6,9,3,6,3.0,11.8,3.9,0,1,0,0,0,8,26,89,29.2,7,372.6,53.2,7,2,0,4,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1311,2018,proleague1,e98a1c0c-c7a9-5e8b-9767-0b9ac3b0a1e3,pro1-b2-1,2018-02-13 21:34:45 UTC,459.0,Search & Destroy,Ardennes Forest,Team EnVyUs,Temp,,6,6,5,1,1.2,7.8,6.5,4,0,0,0,0,5,34,167,20.4,7,370.8,53.0,7,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1328,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,JKap,,6,4,5,-1,0.8,7.5,9.4,2,0,0,0,0,4,7,30,23.3,8,218.3,27.3,8,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1329,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,John,,6,9,4,5,2.25,17.0,7.5,3,0,0,0,0,7,35,131,26.7,8,207.8,26.0,8,3,1,4,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0,0
1330,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,Octane,,6,8,2,6,4.0,15.1,3.8,2,1,0,0,0,8,32,78,41.0,8,285.9,35.7,8,1,0,6,1,1,0,0,4,2,0,0,2,0,0,0,0,0,0,0
1331,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Luminosity Gaming,Slacked,,6,7,4,3,1.75,13.2,7.5,1,0,0,0,0,6,25,85,29.4,8,223.4,27.9,8,2,0,4,4,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0
1332,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Splyce,Bance,,2,4,7,-3,0.57,7.5,13.2,1,0,0,0,0,2,22,73,30.1,8,217.4,27.2,8,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1333,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Splyce,Jurd,,2,6,7,-1,0.86,11.3,13.2,1,1,0,0,0,4,25,86,29.1,8,204.5,25.6,8,1,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1334,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Splyce,MadCat,,2,3,6,-3,0.5,5.7,11.3,2,0,0,0,0,2,7,64,10.9,8,272.6,34.1,8,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
1335,2018,proleague1,b8a71fb6-e6d5-574d-ab98-d52f9fc50da9,pro1-b2-2,2018-02-13 22:34:41 UTC,318.0,Search & Destroy,Ardennes Forest,Splyce,Tommey,,2,2,8,-6,0.25,3.8,15.1,1,0,0,0,0,1,14,47,29.8,8,143.5,17.9,8,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1352,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,eUnited,Arcitys,,4,6,8,-2,0.75,5.1,6.8,3,1,0,0,0,4,26,95,27.4,10,560.6,56.1,10,1,2,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
1353,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,eUnited,Clayster,,4,8,7,1,1.14,6.8,5.9,1,1,0,0,0,7,31,150,20.7,10,598.9,59.9,10,1,0,3,2,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0
1354,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,eUnited,Prestinni,,4,5,9,-4,0.56,4.2,7.6,2,0,0,0,0,4,21,83,25.3,10,278.1,27.8,10,2,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1355,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,eUnited,Silly,,4,7,9,-2,0.78,5.9,7.6,3,1,0,0,0,4,36,185,19.5,10,497.9,49.8,10,0,1,1,5,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0
1356,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,Team EnVyUs,Classic,,6,9,8,1,1.12,7.6,6.8,1,0,0,0,0,9,32,113,28.3,10,511.4,51.1,10,1,0,2,4,3,0,0,3,3,0,0,1,0,0,0,0,0,0,0
1357,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,Team EnVyUs,Huke,,6,3,7,-4,0.43,2.5,5.9,1,0,0,0,0,3,19,55,34.5,10,484.9,48.5,10,1,1,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1358,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,Team EnVyUs,Slasher,,6,15,5,10,3.0,12.7,4.2,3,1,0,0,0,14,40,123,32.5,10,500.8,50.1,10,3,1,5,2,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0
1359,2018,proleague1,32ac8ac4-4511-5c77-8d5b-f289dd18ab12,pro1-b2-3,2018-02-13 23:45:50 UTC,708.0,Search & Destroy,London Docks,Team EnVyUs,Temp,,6,6,6,0,1.0,5.1,5.1,5,0,0,0,0,5,33,149,22.1,10,454.4,45.4,10,1,2,4,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0
