,year,tournament,match id,series id,end time,duration (s),mode,map,team,player,win?,score,kills,deaths,+/-,k/d,kills per 10min,deaths per 10min,assists,headshots,suicides,team kills,team deaths,kills (stayed alive),hits,shots,accuracy (%),num lives,time alive (s),avg time per life (s),hill time (s),hill captures,hill defends,2-piece,3-piece,4-piece,4-streak,5-streak,6-streak,7-streak,8+-streak
1211,2018,atlanta,e9fb76a5-f0a5-5826-aac7-41d8f9b7f6e3,pool-D-9,2018-03-11 00:35:04 UTC,525.0,Hardpoint,Sainte Marie du Mont,Mindfreak,Shockz,,250,25,17,8,1.47,28.6,19.4,13,1,0,1,0,20,109,400,27.2,18,490.9,27.3,46,0,3,2,2,0,1,0,1,0,0
1212,2018,atlanta,e9fb76a5-f0a5-5826-aac7-41d8f9b7f6e3,pool-D-9,2018-03-11 00:35:04 UTC,525.0,Hardpoint,Sainte Marie du Mont,Monaco eSports,Atlas,,116,21,25,-4,0.84,24.0,28.6,7,1,0,0,0,13,72,278,25.9,25,466.1,18.6,67,0,0,5,0,1,1,0,0,0,0
1213,2018,atlanta,e9fb76a5-f0a5-5826-aac7-41d8f9b7f6e3,pool-D-9,2018-03-11 00:35:04 UTC,525.0,Hardpoint,Sainte Marie du Mont,Monaco eSports,Breszy,,116,16,29,-13,0.55,18.3,33.1,10,1,0,1,0,8,96,357,26.9,29,466.2,16.1,9,0,1,4,0,0,1,0,0,0,0
1214,2018,atlanta,e9fb76a5-f0a5-5826-aac7-41d8f9b7f6e3,pool-D-9,2018-03-11 00:35:04 UTC,525.0,Hardpoint,Sainte Marie du Mont,Monaco eSports,Gabi,,116,20,25,-5,0.8,22.9,28.6,5,1,0,0,0,13,96,327,29.4,26,469.2,18.0,34,0,2,3,0,0,0,0,0,0,0
1215,2018,atlanta,e9fb76a5-f0a5-5826-aac7-41d8f9b7f6e3,pool-D-9,2018-03-11 00:35:04 UTC,525.0,Hardpoint,Sainte Marie du Mont,Monaco eSports,Natshay,,116,15,22,-7,0.68,17.1,25.1,4,1,0,0,1,8,60,297,20.2,24,478.1,19.9,22,0,1,1,0,0,0,0,0,0,0
1216,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,GGEA Orange,Believe,,148,18,21,-3,0.86,21.0,24.5,12,1,0,0,0,12,103,576,17.9,22,465.2,21.1,39,0,0,1,0,0,0,1,0,0,0
1217,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,GGEA Orange,Mayhem,,148,22,24,-2,0.92,25.6,28.0,7,0,0,0,0,11,97,442,21.9,24,464.9,19.4,46,0,2,4,0,0,0,0,0,0,0
1218,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,GGEA Orange,Nova,,148,22,23,-1,0.96,25.6,26.8,5,2,0,0,0,12,105,471,22.3,24,466.9,19.5,43,0,2,2,0,0,0,0,0,0,0
1219,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,GGEA Orange,Spoof,,148,19,23,-4,0.83,22.1,26.8,11,1,0,0,0,10,107,331,32.3,24,463.8,19.3,51,0,3,4,0,0,1,0,0,0,0
1220,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,Splyce,Bance,,250,25,15,10,1.67,29.1,17.5,6,1,0,0,0,19,93,462,20.1,16,484.6,30.3,74,0,0,5,0,0,0,0,0,0,1
1221,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,Splyce,Jurd,,250,24,25,-1,0.96,28.0,29.1,8,1,0,0,0,11,99,399,24.8,26,464.1,17.9,72,0,1,2,0,0,0,0,0,0,0
1222,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,Splyce,MadCat,,250,21,15,6,1.4,24.5,17.5,8,1,0,0,1,16,16,310,5.2,17,482.1,28.4,103,0,0,2,1,0,2,0,1,0,0
1223,2018,atlanta,6d492a23-385f-59a2-a532-a417a1a9920e,pool-A-6,2018-03-11 00:39:04 UTC,515.0,Hardpoint,Sainte Marie du Mont,Splyce,Tommey,,250,21,26,-5,0.81,24.5,30.3,15,1,0,1,0,15,104,456,22.8,27,462.1,17.1,71,0,2,5,0,0,0,0,0,0,0
1224,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,eRa Eternity,Blazt,,250,34,26,8,1.31,31.3,24.0,16,2,0,1,0,28,145,605,24.0,27,596.0,22.1,86,0,1,2,1,0,2,1,0,0,0
1225,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,eRa Eternity,Decemate,,250,26,19,7,1.37,24.0,17.5,12,2,0,0,1,19,129,549,23.5,21,610.0,29.0,79,0,2,2,0,0,1,0,0,0,0
1226,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,eRa Eternity,Fero,,250,43,25,18,1.72,39.6,23.0,9,6,0,0,0,37,159,630,25.2,26,601.2,23.1,34,0,0,9,0,0,1,3,0,1,0
1227,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,eRa Eternity,Ricky,,250,28,27,1,1.04,25.8,24.9,13,4,0,0,0,16,119,531,22.4,28,595.9,21.3,75,0,0,3,0,0,0,0,0,0,0
1228,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,Heretics,JurNii,,148,33,29,4,1.14,30.4,26.7,7,2,0,1,1,24,126,555,22.7,30,593.3,19.8,48,0,1,5,0,0,2,0,0,0,0
1229,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,Heretics,Lucky,,148,16,38,-22,0.42,14.7,35.0,14,1,0,0,0,9,100,460,21.7,38,571.9,15.0,69,0,0,1,0,0,0,0,0,0,0
1230,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,Heretics,MethodZsick,,148,30,33,-3,0.91,27.6,30.4,7,1,0,0,0,21,147,550,26.7,34,583.1,17.2,13,0,0,5,0,0,0,0,0,0,0
1231,2018,atlanta,a8ee537d-04e9-5420-9d46-11b811b0d5db,pool-C-8,2018-03-11 00:48:51 UTC,651.0,Hardpoint,Ardennes Forest,Heretics,Sukry,,148,18,31,-13,0.58,16.6,28.6,7,4,0,0,0,14,90,427,21.1,32,586.8,18.3,27,0,1,4,0,0,1,0,0,0,0
1248,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Evil Geniuses,Aches,,238,24,37,-13,0.65,24.0,37.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1249,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Evil Geniuses,Apathy,,238,47,32,15,1.47,47.0,32.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1250,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Evil Geniuses,Enable,,238,31,34,-3,0.91,31.0,34.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1251,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Evil Geniuses,Nameless,,238,28,35,-7,0.8,28.0,35.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1252,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Ghost Gaming,GodRx,,226,36,38,-2,0.95,36.0,38.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1253,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Ghost Gaming,Lacefield,,226,33,31,2,1.06,33.0,31.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1254,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Ghost Gaming,Maux,,226,39,29,10,1.34,39.0,29.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1255,2018,atlanta,missing-pool-B-8-map-4,pool-B-8,2018-03-11 01:00:00 UTC,600.0,Hardpoint,Ardennes Forest,Ghost Gaming,Pandur,,226,30,32,-2,0.94,30.0,32.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1264,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,GGEA Orange,Believe,,250,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1265,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,GGEA Orange,Mayhem,,250,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1266,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,GGEA Orange,Nova,,250,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1267,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,GGEA Orange,Spoof,,250,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1268,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,Morituri eSports,Beehzy,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1269,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,Morituri eSports,Fastballa,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1270,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,Morituri eSports,Holler,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1271,2018,atlanta,missing-champs-losers-1-3-map-1,champs-losers-1-3,2018-03-11 01:20:01 UTC,600.0,Hardpoint,?,Morituri eSports,Kade,,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1272,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,FaZe Clan,Attach,,164,24,30,-6,0.8,24.0,30.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1273,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,FaZe Clan,Priestah,,164,23,31,-8,0.74,23.0,31.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1274,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,FaZe Clan,Replays,,164,27,24,3,1.12,27.0,24.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1275,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,FaZe Clan,Zoomaa,,164,33,35,-2,0.94,33.0,35.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1276,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,Rise Nation,Gunless,,250,36,19,17,1.89,36.0,19.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1277,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,Rise Nation,Loony,,250,32,32,0,1.0,32.0,32.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1278,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,Rise Nation,Methodz,,250,15,22,-7,0.68,15.0,22.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1279,2018,atlanta,missing-champs-winners-1-0-map-1,champs-winners-1-0,2018-03-11 01:30:00 UTC,600.0,Hardpoint,Ardennes Forest,Rise Nation,TJHaly,,250,37,34,3,1.09,37.0,34.0,0,0,0,0,0,0,0,0,0.0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0
1280,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team EnVyUs,Classic,,191,28,25,3,1.12,24.6,21.9,9,1,0,0,0,18,104,402,25.9,25,632.0,25.3,87,0,0,2,0,0,0,0,0,0,0
1281,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team EnVyUs,Huke,,191,28,32,-4,0.88,24.6,28.1,10,1,0,0,0,19,136,472,28.8,32,612.8,19.1,13,0,0,3,0,0,0,0,0,0,0
1282,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team EnVyUs,Slasher,,191,24,28,-4,0.86,21.1,24.6,16,2,0,0,0,14,127,577,22.0,29,625.6,21.6,33,0,0,4,0,0,0,0,0,0,0
1283,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team EnVyUs,Temp,,191,24,28,-4,0.86,21.1,24.6,6,1,0,0,0,19,112,558,20.1,29,626.8,21.6,74,0,1,2,1,0,1,0,0,0,0
1284,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team Kaliber,Accuracy,,250,30,24,6,1.25,26.3,21.1,6,0,0,0,0,24,93,368,25.3,25,633.0,25.3,65,0,1,2,2,0,2,0,0,0,0
1285,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team Kaliber,Chino,,250,27,25,2,1.08,23.7,21.9,12,3,0,0,0,20,135,636,21.2,26,632.9,24.3,70,0,1,6,0,0,1,0,0,0,0
1286,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team Kaliber,Kenny,,250,28,29,-1,0.97,24.6,25.4,10,0,0,0,0,21,115,458,25.1,30,624.1,20.8,42,0,0,3,1,0,0,0,1,0,0
1287,2018,atlanta,174f4aa1-c1f4-5fb7-8125-4cf99c63e9e4,champs-winners-1-1,2018-03-11 01:32:18 UTC,684.0,Hardpoint,Gibraltar,Team Kaliber,Theory,,250,28,26,2,1.08,24.6,22.8,8,2,0,0,0,19,121,546,22.2,27,625.6,23.2,104,0,0,4,1,0,0,0,0,0,0
1296,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Tainted Minds,Damage,,250,24,13,11,1.85,27.3,14.8,3,1,0,0,0,18,89,420,21.2,14,500.2,35.7,47,0,1,3,0,0,1,0,1,0,0
1297,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Tainted Minds,Nimble,,250,22,15,7,1.47,25.0,17.1,5,0,0,0,0,17,79,380,20.8,16,496.6,31.0,128,0,2,1,0,0,1,0,0,0,0
1298,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Tainted Minds,Swiftazor,,250,17,20,-3,0.85,19.4,22.8,10,2,0,1,0,12,100,514,19.5,21,482.9,23.0,80,0,1,3,0,0,0,0,0,0,0
1299,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Tainted Minds,Swifty,,250,24,22,2,1.09,27.3,25.0,8,0,0,0,1,17,107,479,22.3,24,480.7,20.0,53,0,0,4,1,0,0,0,0,0,0
1300,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Team Vitality,Malls,,175,17,24,-7,0.71,19.4,27.3,6,2,0,0,0,10,100,473,21.1,25,478.6,19.1,51,0,1,1,0,0,0,0,0,0,0
1301,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Team Vitality,Riskin,,175,17,23,-6,0.74,19.4,26.2,9,0,0,1,1,11,106,438,24.2,25,475.9,19.0,40,0,0,2,0,0,0,0,0,0,0
1302,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Team Vitality,Wailers,,175,22,22,0,1.0,25.0,25.0,6,2,0,1,0,14,74,390,19.0,23,478.8,20.8,41,0,0,2,1,0,1,0,0,0,0
1303,2018,atlanta,3c518fed-119a-511b-bd81-8eb95479720d,champs-losers-1-1,2018-03-11 01:43:22 UTC,527.0,Hardpoint,Valkyrie,Team Vitality,Zayrox,,175,14,18,-4,0.78,15.9,20.5,8,1,0,0,1,10,70,358,19.6,20,488.7,24.4,75,0,3,1,0,0,0,0,0,0,0
1320,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Complexity Gaming,Dashy,,191,32,23,9,1.39,29.6,21.3,8,1,0,1,0,23,128,524,24.4,24,598.0,24.9,92,0,0,7,0,0,1,2,0,0,0
1321,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Complexity Gaming,Felony,,191,23,24,-1,0.96,21.3,22.2,8,2,0,0,2,15,98,487,20.1,27,594.0,22.0,41,0,1,3,0,0,0,0,0,0,0
1322,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Complexity Gaming,Parasite,,191,20,29,-9,0.69,18.5,26.9,9,3,0,1,0,15,94,475,19.8,30,581.8,19.4,30,0,1,3,0,0,0,0,1,0,0
1323,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Complexity Gaming,Study,,191,20,30,-10,0.67,18.5,27.8,9,0,0,1,1,11,103,469,22.0,32,585.0,18.3,52,0,1,0,0,0,1,0,0,0,0
1324,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Monaco eSports,Atlas,,250,28,23,5,1.22,25.9,21.3,3,5,0,0,0,22,121,535,22.6,24,601.0,25.0,52,0,1,5,0,0,1,0,0,0,0
1325,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Monaco eSports,Breszy,,250,18,29,-11,0.62,16.7,26.9,9,0,0,0,0,14,74,264,28.0,30,588.4,19.6,53,0,1,1,1,0,0,0,1,0,0
1326,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Monaco eSports,Gabi,,250,30,20,10,1.5,27.8,18.5,10,3,0,0,0,24,111,492,22.6,21,603.0,28.7,89,0,0,3,0,0,0,0,0,0,1
1327,2018,atlanta,53dd8bab-4cbb-51ed-bfa1-5abe0dc6b026,champs-losers-1-2,2018-03-11 01:46:52 UTC,648.0,Hardpoint,Gibraltar,Monaco eSports,Natshay,,250,30,23,7,1.3,27.8,21.3,4,2,0,0,0,22,122,483,25.3,24,597.8,24.9,92,0,1,6,0,0,2,0,1,0,0
1328,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Heretics,JurNii,,250,36,28,8,1.29,30.7,23.9,13,2,0,0,1,24,155,736,21.1,30,644.8,21.5,67,0,1,5,0,0,2,0,0,0,0
1329,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Heretics,Lucky,,250,32,31,1,1.03,27.3,26.4,18,1,0,1,1,18,157,635,24.7,33,637.6,19.3,27,0,1,3,0,0,0,0,0,0,0
1330,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Heretics,MethodZsick,,250,28,31,-3,0.9,23.9,26.4,13,2,0,2,1,19,130,580,22.4,33,640.7,19.4,59,0,0,4,1,0,0,0,0,0,0
1331,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Heretics,Sukry,,250,32,23,9,1.39,27.3,19.6,9,0,0,0,0,24,141,1008,14.0,24,657.0,27.4,145,0,2,5,0,0,1,1,0,0,0
1332,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Most Wanted,Braaain,,225,26,29,-3,0.9,22.2,24.7,12,2,0,1,0,18,95,516,18.4,30,643.5,21.5,51,0,1,3,0,0,1,0,1,0,0
1333,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Most Wanted,Peatie,,225,25,40,-15,0.62,21.3,34.1,13,1,0,0,0,16,23,592,3.9,41,622.1,15.2,81,0,0,5,1,0,0,1,0,0,0
1334,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Most Wanted,QwiKeR,,225,28,28,0,1.0,23.9,23.9,14,1,0,0,0,23,116,476,24.4,29,642.4,22.2,74,0,3,3,0,0,1,1,0,0,0
1335,2018,atlanta,3cdced1d-2113-5413-a703-a4a3b925e578,champs-losers-1-0,2018-03-11 01:47:31 UTC,704.0,Hardpoint,London Docks,Most Wanted,Zed,,225,34,31,3,1.1,29.0,26.4,11,0,0,0,1,17,147,643,22.9,33,638.6,19.4,68,0,0,5,0,0,2,0,0,0,0
1392,2018,atlanta,174386c5-9a6f-5b75-9b12-b16314bcead2,champs-winners-1-1,2018-03-11 02:18:18 UTC,723.0,Hardpoint,London Docks,Team EnVyUs,Classic,,250,34,29,5,1.17,28.2,24.1,10,3,0,1,0,24,124,511,24.3,30,661.5,22.1,138,0,1,4,1,0,2,0,0,0,0
1393,2018,atlanta,174386c5-9a6f-5b75-9b12-b16314bcead2,champs-winners-1-1,2018-03-11 02:18:18 UTC,723.0,Hardpoint,London Docks,Team EnVyUs,Huke,,250,39,29,10,1.34,32.4,24.1,12,5,0,0,1,27,165,807,20.4,31,658.8,21.3,40,0,0,5,3,0,0,0,1,0,0
1394,2018,atlanta,174386c5-9a6f-5b75-9b12-b16314bcead2,champs-winners-1-1,2018-03-11 02:18:18 UTC,723.0,Hardpoint,London Docks,Team EnVyUs,Slasher,,250,32,30,2,1.07,26.6,24.9,13,3,0,0,0,17,147,506,29.1,31,661.8,21.3,50,0,0,1,1,0,0,1,0,0,0
1395,2018,atlanta,174386c5-9a6f-5b75-9b12-b16314bcead2,champs-winners-1-1,2018-03-11 02:18:18 UTC,723.0,Hardpoint,London Docks,Team EnVyUs,Temp,,250,39,34,5,1.15,32.4,28.2,11,1,0,0,0,30,198,915,21.6,35,653.5,18.7,44,0,0,5,2,0,1,0,0,0,0
1396,2018,atlanta,174386c5-9a6f-5b75-9b12-b16314bcead2,champs-winners-1-1,2018-03-11 02:18:18 UTC,723.0,Hardpoint,London Docks,Team Kaliber,Accuracy,,245,33,34,-1,0.97,27.4,28.2,13,2,0,0,0,20,146,619,23.6,35,653.6,18.7,94,0,0,4,0,0,0,0,0,0,0
1397,2018,atlanta,174386c5-9a6f-5b75-9b12-b16314bcead2,champs-winners-1-1,2018-03-11 02:18:18 UTC,723.0,Hardpoint,London Docks,Team Kaliber,Chino,,245,29,36,-7,0.81,24.1,29.9,7,3,0,0,0,20,113,544,20.8,37,648.1,17.5,76,0,0,5,0,0,1,0,0,0,0
